page_name,visitors,unique_users,bounce_rate,bounce_rate_type,created_time
/argon/profile.html,5,212,24.4,1,2019-07-23 16:06:06.202139
/argon/,30,363,24.35,2,2019-07-23 19:13:06.569484
/argon/index.html,10,342,24.35,1,2019-07-24 14:56:24.387295
/argon/charts.html,30,317,24.35,2,2019-07-25 15:41:34.078188
/argon/tables.html,3,170,24.4,1,2019-07-26 13:10:11.387143
/argon/profile.html,3,213,24.4,2,2019-07-27 17:52:06.207678
/argon/,10,361,24.35,1,2019-07-29 02:20:59.190121
/argon/index.html,20,340,24.35,2,2019-07-29 11:19:53.394568
/argon/charts.html,25,315,24.35,1,2019-07-30 19:00:58.682382
/argon/tables.html,3,168,24.4,2,2019-07-30 20:03:19.397526
/argon/profile.html,20,211,24.35,1,2019-07-30 20:28:33.026763
/argon/,25,362,24.35,2,2019-07-31 13:26:29.145855
/argon/index.html,10,341,24.35,1,2019-07-31 17:06:42.803929
/argon/charts.html,30,316,24.35,2,2019-08-01 01:35:07.336408
/argon/tables.html,6,169,24.4,1,2019-08-01 15:16:49.885764
/argon/profile.html,30,212,24.35,2,2019-08-02 21:37:54.910552
/argon/,3,363,24.4,1,2019-08-06 15:06:52.137488
/argon/index.html,3,342,24.4,2,2019-08-06 16:49:34.647704
/argon/charts.html,10,317,24.35,1,2019-08-06 17:38:35.982951
/argon/tables.html,3,170,24.4,2,2019-08-07 11:01:04.752024
/argon/profile.html,3,213,24.4,1,2019-08-08 06:55:30.695967
/argon/,10,364,24.35,2,2019-08-08 15:13:50.552416
/argon/index.html,15,343,24.35,1,2019-08-08 18:26:57.154102
/argon/charts.html,6,318,24.4,2,2019-08-09 18:52:16.787103
/argon/tables.html,10,171,24.35,1,2019-08-11 07:09:50.642213
/argon/profile.html,20,214,24.35,2,2019-08-12 20:32:03.021854
/argon/,4,362,24.4,1,2019-08-13 15:04:54.219276
/argon/index.html,3,341,24.4,2,2019-08-14 15:30:33.910827
/argon/charts.html,3,316,24.4,1,2019-08-15 18:01:57.931545
/argon/tables.html,3,169,24.4,2,2019-08-15 19:13:29.133462
/argon/profile.html,3,212,24.4,1,2019-08-16 03:14:48.741658
/argon/,3,363,24.4,2,2019-08-16 13:33:44.681178
/argon/index.html,30,342,24.35,1,2019-08-16 15:03:19.173526
/argon/charts.html,10,317,24.35,2,2019-08-16 19:52:49.347858
/argon/tables.html,25,170,24.35,1,2019-08-16 20:54:07.016780
/argon/profile.html,3,213,24.4,2,2019-08-17 01:36:42.268098
/argon/,4,364,24.4,1,2019-08-19 16:48:01.394423
/argon/index.html,30,343,24.35,2,2019-08-19 21:55:45.293040
/argon/charts.html,3,318,24.4,1,2019-08-20 11:08:29.054853
/argon/tables.html,3,171,24.4,2,2019-08-20 20:39:11.330243
/argon/profile.html,10,214,24.35,1,2019-08-21 09:55:06.064282
/argon/,7,365,24.4,2,2019-08-22 16:12:15.471212
/argon/index.html,20,344,24.35,1,2019-08-23 06:49:39.720366
/argon/charts.html,50,319,24.3,2,2019-08-23 17:18:39.233946
/argon/tables.html,6,172,24.4,1,2019-08-24 10:24:31.496573
/argon/profile.html,3,215,24.4,2,2019-08-24 10:58:24.969271
/argon/,10,363,24.35,1,2019-08-24 13:47:44.046897
/argon/index.html,4,342,24.4,2,2019-08-26 05:09:39.454315
/argon/charts.html,3,317,24.4,1,2019-08-26 23:34:16.477362
/argon/tables.html,20,170,24.35,2,2019-08-27 10:45:58.582912
/argon/profile.html,3,213,24.4,1,2019-08-27 20:54:50.572638
/argon/,15,364,24.35,2,2019-08-28 20:25:44.347090
/argon/index.html,10,343,24.35,1,2019-08-30 15:46:21.810695
/argon/charts.html,3,318,24.4,2,2019-08-31 12:11:34.326335
/argon/tables.html,3,171,24.4,1,2019-08-31 15:08:32.893073
/argon/profile.html,3,214,24.4,2,2019-08-31 23:13:47.971695
/argon/,30,365,24.35,1,2019-09-03 02:52:27.969070
/argon/index.html,5,344,24.4,2,2019-09-03 19:59:06.467273
/argon/charts.html,5,319,24.4,1,2019-09-04 14:35:53.390609
/argon/tables.html,3,172,24.4,2,2019-09-04 15:48:30.736185
/argon/profile.html,30,215,24.35,1,2019-09-04 16:56:58.770469
/argon/,10,366,24.35,2,2019-09-05 15:43:08.805712
/argon/index.html,3,345,24.4,1,2019-09-05 17:22:02.614682
/argon/charts.html,10,320,24.35,2,2019-09-05 18:16:42.241097
/argon/tables.html,20,173,24.35,1,2019-09-06 20:10:00.371747
/argon/profile.html,10,216,24.35,2,2019-09-07 12:24:31.470390
/argon/,30,364,24.35,1,2019-09-07 16:25:58.798831
/argon/index.html,4,343,24.4,2,2019-09-07 22:38:25.492187
/argon/charts.html,3,318,24.4,1,2019-09-08 08:21:11.929991
/argon/tables.html,3,171,24.4,2,2019-09-09 18:54:44.101451
/argon/profile.html,30,214,24.35,1,2019-09-10 20:34:18.304470
/argon/,3,365,24.4,2,2019-09-11 21:17:50.735738
/argon/index.html,10,344,24.35,1,2019-09-11 21:34:20.731604
/argon/charts.html,3,319,24.4,2,2019-09-11 23:29:33.009275
/argon/tables.html,3,172,24.4,1,2019-09-12 15:34:54.333136
/argon/profile.html,4,215,24.4,2,2019-09-12 17:40:08.339441
/argon/,3,366,24.4,1,2019-09-14 08:02:28.858044
/argon/index.html,3,345,24.4,2,2019-09-14 10:32:31.753701
/argon/charts.html,5,320,24.4,1,2019-09-14 16:07:40.567941
/argon/tables.html,11,173,24.35,2,2019-09-14 17:05:29.279675
/argon/profile.html,30,216,24.35,1,2019-09-14 18:21:37.165981
/argon/,16,367,24.35,2,2019-09-14 20:16:25.641846
/argon/index.html,3,346,24.4,1,2019-09-15 14:57:55.757348
/argon/charts.html,50,321,24.3,2,2019-09-15 18:09:45.995068
/argon/tables.html,5,174,24.4,1,2019-09-15 19:10:58.391887
/argon/profile.html,10,217,24.35,2,2019-09-16 18:42:29.000433
/argon/,3,365,24.4,1,2019-09-16 23:29:29.601822
/argon/index.html,30,344,24.35,2,2019-09-17 02:52:32.361019
/argon/charts.html,3,319,24.4,1,2019-09-17 18:56:55.476222
/argon/tables.html,16,172,24.35,2,2019-09-17 21:19:48.072431
/argon/profile.html,4,215,24.4,1,2019-09-18 21:45:42.158218
/argon/,4,366,24.4,2,2019-09-18 22:09:55.461633
/argon/index.html,10,345,24.35,1,2019-09-19 02:33:15.402770
/argon/charts.html,3,320,24.4,2,2019-09-19 15:00:51.681743
/argon/tables.html,10,173,24.35,1,2019-09-19 19:07:16.038280
/argon/profile.html,3,216,24.4,2,2019-09-20 13:32:09.588538
/argon/,20,367,24.35,1,2019-09-20 17:23:57.905280
/argon/index.html,5,346,24.4,2,2019-09-22 22:25:30.841302
/argon/charts.html,5,321,24.4,1,2019-09-22 23:44:51.499891
/argon/tables.html,20,174,24.35,2,2019-09-23 13:30:34.456812
/argon/profile.html,30,217,24.35,1,2019-09-23 18:47:54.102660
/argon/,3,368,24.4,2,2019-09-26 07:01:40.169934
/argon/index.html,20,347,24.35,1,2019-09-26 15:33:56.548474
/argon/charts.html,4,322,24.4,2,2019-09-26 15:48:43.676914
/argon/tables.html,4,175,24.4,1,2019-09-26 20:21:02.795132
/argon/profile.html,6,218,24.4,2,2019-09-26 20:36:30.272172
/argon/,25,366,24.35,1,2019-09-27 17:15:04.607445
/argon/index.html,3,345,24.4,2,2019-09-28 16:58:48.656430
/argon/charts.html,3,320,24.4,1,2019-09-29 14:27:16.720028
/argon/tables.html,3,173,24.4,2,2019-09-29 19:10:56.203999
/argon/profile.html,3,216,24.4,1,2019-09-30 13:22:55.607206
/argon/,4,367,24.4,2,2019-10-01 00:58:51.564736
/argon/index.html,10,346,24.35,1,2019-10-01 05:28:15.927923
/argon/charts.html,3,321,24.4,2,2019-10-01 13:07:05.831183
/argon/tables.html,30,174,24.35,1,2019-10-01 16:37:29.072428
/argon/profile.html,4,217,24.4,2,2019-10-01 17:42:56.478538
/argon/,10,368,24.35,1,2019-10-02 14:20:13.936578
/argon/index.html,10,347,24.35,2,2019-10-02 19:13:10.864502
/argon/charts.html,3,322,24.4,1,2019-10-03 16:48:10.792770
/argon/tables.html,4,175,24.4,2,2019-10-04 17:15:57.034858
/argon/profile.html,11,218,24.35,1,2019-10-04 17:21:45.311712
/argon/,20,369,24.35,2,2019-10-05 00:05:30.124741
/argon/index.html,3,348,24.4,1,2019-10-05 15:23:26.440259
/argon/charts.html,4,323,24.4,2,2019-10-06 09:54:55.216497
/argon/tables.html,10,176,24.35,1,2019-10-06 14:29:18.027125
/argon/profile.html,3,219,24.4,2,2019-10-06 16:49:26.240632
/argon/,1,367,24.4,1,2019-10-07 16:23:43.372433
/argon/index.html,1,346,24.4,2,2019-10-07 20:28:14.557875
/argon/charts.html,20,321,24.35,1,2019-10-08 20:55:56.375845
/argon/tables.html,5,174,24.4,2,2019-10-09 00:11:56.097667
/argon/profile.html,3,217,24.4,1,2019-10-09 00:50:55.665657
/argon/,30,368,24.35,2,2019-10-09 18:02:02.611403
/argon/index.html,1,347,24.4,1,2019-10-09 21:57:13.349368
/argon/charts.html,2,322,24.4,2,2019-10-10 14:45:57.483888
/argon/tables.html,4,175,24.4,1,2019-10-10 14:49:19.285054
/argon/profile.html,10,218,24.35,2,2019-10-10 17:37:33.186585
/argon/,20,369,24.35,1,2019-10-11 14:14:59.247247
/argon/index.html,2,348,24.4,2,2019-10-11 15:50:59.926459
/argon/charts.html,10,323,24.35,1,2019-10-11 16:32:00.304393
/argon/tables.html,20,176,24.35,2,2019-10-11 20:48:09.775939
/argon/profile.html,1,219,24.4,1,2019-10-12 04:16:21.622468
/argon/,2,370,24.4,2,2019-10-12 15:01:02.477181
/argon/index.html,7,349,24.4,1,2019-10-13 15:46:26.529991
/argon/charts.html,6,324,24.4,2,2019-10-13 15:51:51.546357
/argon/tables.html,15,177,24.35,1,2019-10-15 07:20:29.223044
/argon/profile.html,4,220,24.4,2,2019-10-15 13:59:21.127489
/argon/,20,368,24.35,1,2019-10-15 15:39:44.019312
/argon/index.html,10,347,24.35,2,2019-10-15 17:22:13.527112
/argon/charts.html,1,322,24.4,1,2019-10-16 15:59:44.194475
/argon/tables.html,1,175,24.4,2,2019-10-17 15:37:52.096877
/argon/profile.html,10,218,24.35,1,2019-10-18 01:07:02.528180
/argon/,1,369,24.4,2,2019-10-18 17:46:12.468443
/argon/index.html,25,348,24.35,1,2019-10-18 21:23:32.295982
/argon/charts.html,30,323,24.35,2,2019-10-19 03:12:58.011125
/argon/tables.html,4,176,24.4,1,2019-10-19 14:11:03.844320
/argon/profile.html,10,219,24.35,2,2019-10-19 20:27:36.284121
/argon/,40,370,24.35,1,2019-10-20 02:43:21.966307
/argon/index.html,3,349,24.4,2,2019-10-21 18:32:08.799869
/argon/charts.html,50,324,24.3,1,2019-10-21 21:50:13.862604
/argon/tables.html,5,177,24.4,2,2019-10-22 00:40:16.012736
/argon/profile.html,1,220,24.4,1,2019-10-22 18:37:19.931676
/argon/,4,371,24.4,2,2019-10-23 03:52:32.104883
/argon/index.html,5,350,24.4,1,2019-10-23 08:58:30.377977
/argon/charts.html,3,325,24.4,2,2019-10-23 20:46:49.547669
/argon/tables.html,3,178,24.4,1,2019-10-24 18:01:40.495776
/argon/profile.html,30,221,24.35,2,2019-10-24 21:28:50.697666
/argon/,50,369,24.3,1,2019-10-25 00:39:11.143034
/argon/index.html,2,348,24.4,2,2019-10-25 09:00:33.623836
/argon/charts.html,4,323,24.4,1,2019-10-26 18:16:29.306483
/argon/tables.html,30,176,24.35,2,2019-10-26 21:38:06.968876
/argon/profile.html,1,219,24.4,1,2019-10-27 06:24:04.204116
/argon/,25,370,24.35,2,2019-10-27 11:28:32.519462
/argon/index.html,4,349,24.4,1,2019-10-27 16:59:28.198574
/argon/charts.html,2,324,24.4,2,2019-10-28 15:11:58.668159
/argon/tables.html,6,177,24.4,1,2019-10-28 19:51:28.421239
/argon/profile.html,100,220,24.3,2,2019-10-28 22:06:51.727591
/argon/,40,371,24.35,1,2019-10-28 23:05:35.979668
/argon/index.html,2,350,24.4,2,2019-10-29 16:37:44.712129
/argon/charts.html,50,325,24.3,1,2019-10-29 16:46:05.855278
/argon/tables.html,4,178,24.4,2,2019-10-29 21:13:57.181549
/argon/profile.html,4,221,24.4,1,2019-10-31 08:44:40.202237
/argon/,10,372,24.35,2,2019-10-31 19:39:12.097796
/argon/index.html,30,351,24.35,1,2019-10-31 22:48:45.205252
/argon/charts.html,20,326,24.35,2,2019-10-31 23:11:51.327693
/argon/tables.html,1,179,24.4,1,2019-11-01 19:29:24.714626
/argon/profile.html,3,222,24.4,2,2019-11-01 21:34:34.407303
/argon/,20,370,24.35,1,2019-11-01 22:06:36.536553
/argon/index.html,1,349,24.4,2,2019-11-02 14:37:16.309884
/argon/charts.html,20,324,24.35,1,2019-11-02 18:32:36.065455
/argon/tables.html,2,177,24.4,2,2019-11-03 16:25:23.880993
/argon/profile.html,4,220,24.4,1,2019-11-04 09:32:43.485313
/argon/,3,371,24.4,2,2019-11-04 18:26:15.607768
/argon/index.html,10,350,24.35,1,2019-11-04 18:57:51.106455
/argon/charts.html,30,325,24.35,2,2019-11-04 19:26:41.257541
/argon/tables.html,4,178,24.4,1,2019-11-04 23:46:49.579861
/argon/profile.html,50,221,24.3,2,2019-11-05 17:01:20.107466
/argon/,30,372,24.35,1,2019-11-05 23:52:57.737779
/argon/index.html,1,351,24.4,2,2019-11-06 13:31:03.197783
/argon/charts.html,1,326,24.4,1,2019-11-06 15:09:01.629735
/argon/tables.html,10,179,24.35,2,2019-11-06 21:29:09.345307
/argon/profile.html,2,222,24.4,1,2019-11-06 22:27:15.835720
/argon/,4,373,24.4,2,2019-11-07 22:02:02.489802
/argon/index.html,3,352,24.4,1,2019-11-08 18:21:06.655064
/argon/charts.html,10,327,24.35,2,2019-11-08 22:09:33.199312
/argon/tables.html,20,180,24.35,1,2019-11-08 22:20:33.754823
/argon/profile.html,30,223,24.35,2,2019-11-08 23:23:49.703596
/argon/,2,371,24.4,1,2019-11-08 23:46:58.541045
/argon/index.html,10,350,24.35,2,2019-11-09 07:56:34.215472
/argon/charts.html,1,325,24.4,1,2019-11-09 19:49:11.192533
/argon/tables.html,20,178,24.35,2,2019-11-09 21:55:58.669326
/argon/profile.html,1,221,24.4,1,2019-11-11 22:19:27.835713
/argon/,4,372,24.4,2,2019-11-12 06:46:01.101370
/argon/index.html,30,351,24.35,1,2019-11-12 15:28:11.811700
/argon/charts.html,1,326,24.4,2,2019-11-12 15:30:33.329828
/argon/tables.html,10,179,24.35,1,2019-11-13 16:23:14.376924
/argon/profile.html,1,222,24.4,2,2019-11-13 20:29:54.555373
/argon/,1,373,24.4,1,2019-11-14 19:53:30.772341
/argon/index.html,10,352,24.35,2,2019-11-14 21:49:33.118933
/argon/charts.html,2,327,24.4,1,2019-11-15 20:33:15.393592
/argon/tables.html,30,180,24.35,2,2019-11-16 00:37:22.389881
/argon/profile.html,2,223,24.4,1,2019-11-16 02:06:53.204462
/argon/,1,374,24.4,2,2019-11-16 09:52:44.019154
/argon/index.html,3,353,24.4,1,2019-11-16 23:03:16.387561
/argon/charts.html,13,328,24.35,2,2019-11-17 11:24:49.530106
/argon/tables.html,1,181,24.4,1,2019-11-17 14:26:24.228428
/argon/profile.html,2,224,24.4,2,2019-11-17 16:58:09.315160
/argon/,4,372,24.4,1,2019-11-17 20:04:30.785019
/argon/index.html,1,351,24.4,2,2019-11-18 17:50:40.335372
/argon/charts.html,5,326,24.4,1,2019-11-20 02:50:55.868927
/argon/tables.html,1,179,24.4,2,2019-11-20 18:21:42.313911
/argon/profile.html,30,222,24.35,1,2019-11-21 18:37:15.853192
/argon/,1,373,24.4,2,2019-11-22 12:57:14.864948
/argon/index.html,1,352,24.4,1,2019-11-22 20:24:57.042010
/argon/charts.html,2,327,24.4,2,2019-11-23 13:04:57.379075
/argon/tables.html,4,180,24.4,1,2019-11-23 22:42:06.905712
/argon/profile.html,10,223,24.35,2,2019-11-24 15:59:38.174914
/argon/,30,374,24.35,1,2019-11-25 17:03:00.349819
/argon/index.html,30,353,24.35,2,2019-11-25 23:43:30.554999
/argon/charts.html,10,328,24.35,1,2019-11-26 10:57:40.521657
/argon/tables.html,2,181,24.4,2,2019-11-26 21:04:46.361139
/argon/profile.html,1,224,24.4,1,2019-11-27 18:10:37.725697
/argon/,1,375,24.4,2,2019-11-28 10:55:22.611736
/argon/index.html,1,354,24.4,1,2019-11-28 14:11:48.512332
/argon/charts.html,2,329,24.4,2,2019-11-28 15:13:31.715707
/argon/tables.html,4,182,24.4,1,2019-11-28 17:06:09.802296
/argon/profile.html,1,225,24.4,2,2019-11-28 17:48:25.272767
/argon/,10,373,24.35,1,2019-11-28 20:20:07.504853
/argon/index.html,23,352,24.35,2,2019-11-28 21:37:30.767011
/argon/charts.html,5,327,24.4,1,2019-11-28 22:06:55.948143
/argon/tables.html,10,180,24.35,2,2019-11-29 16:21:17.742254
/argon/profile.html,40,223,24.35,1,2019-11-29 17:13:41.879521
/argon/,3,374,24.4,2,2019-11-29 19:20:28.808840
/argon/index.html,1,353,24.4,1,2019-11-29 21:10:17.988893
/argon/charts.html,1,328,24.4,2,2019-11-29 21:18:35.667097
/argon/tables.html,10,181,24.35,1,2019-11-29 22:33:44.023315
/argon/profile.html,1,224,24.4,2,2019-11-29 22:34:18.810951
/argon/,1,375,24.4,1,2019-11-30 15:23:27.086407
/argon/index.html,1,354,24.4,2,2019-11-30 15:23:51.628738
/argon/charts.html,1,329,24.4,1,2019-11-30 17:44:05.854528
/argon/tables.html,3,182,24.4,2,2019-11-30 20:36:15.543871
/argon/profile.html,4,225,24.4,1,2019-12-01 11:04:06.790731
/argon/,1,376,24.4,2,2019-12-01 13:05:48.196299
/argon/index.html,1,355,24.4,1,2019-12-01 17:14:42.714873
/argon/charts.html,2,330,24.4,2,2019-12-02 09:34:24.046920
/argon/tables.html,10,183,24.35,1,2019-12-02 19:30:26.662393
/argon/profile.html,20,226,24.35,2,2019-12-03 20:37:22.705363
/argon/,2,374,24.4,1,2019-12-04 14:25:24.830082
/argon/index.html,10,353,24.35,2,2019-12-04 18:42:06.446351
/argon/charts.html,10,328,24.35,1,2019-12-05 18:59:03.026986
/argon/tables.html,1,181,24.4,2,2019-12-06 14:43:27.517984
/argon/profile.html,1,224,24.4,1,2019-12-06 14:45:46.737406
/argon/,40,375,24.35,2,2019-12-06 18:42:10.067223
/argon/index.html,10,354,24.35,1,2019-12-07 01:13:43.047567
/argon/charts.html,2,329,24.4,2,2019-12-07 16:25:19.835440
/argon/tables.html,2,182,24.4,1,2019-12-07 17:07:41.499042
/argon/profile.html,5,225,24.4,2,2019-12-07 20:59:17.668902
/argon/,1,376,24.4,1,2019-12-08 10:09:51.950351
/argon/index.html,20,355,24.35,2,2019-12-08 21:49:36.376199
/argon/charts.html,1,330,24.4,1,2019-12-09 10:36:16.541545
/argon/tables.html,4,183,24.4,2,2019-12-09 12:20:36.076230
/argon/profile.html,40,226,24.35,1,2019-12-09 15:19:28.556556
/argon/,1,377,24.4,2,2019-12-10 11:18:36.300243
/argon/index.html,1,356,24.4,1,2019-12-10 17:44:32.043529
/argon/charts.html,5,331,24.4,2,2019-12-10 19:22:22.839637
/argon/tables.html,2,184,24.4,1,2019-12-11 02:18:52.715178
/argon/profile.html,4,227,24.4,2,2019-12-11 11:12:37.428106
/argon/,30,375,24.35,1,2019-12-11 23:43:41.522689
/argon/index.html,2,354,24.4,2,2019-12-12 21:28:11.337423
/argon/charts.html,5,329,24.4,1,2019-12-14 01:43:53.808295
/argon/tables.html,10,182,24.35,2,2019-12-14 14:14:08.979423
/argon/profile.html,6,225,24.4,1,2019-12-15 16:38:35.027294
/argon/,40,376,24.35,2,2019-12-15 21:17:50.758057
/argon/index.html,2,355,24.4,1,2019-12-16 14:42:10.090067
/argon/charts.html,2,330,24.4,2,2019-12-16 17:20:42.576526
/argon/tables.html,20,183,24.35,1,2019-12-17 15:50:19.419842
/argon/profile.html,10,226,24.35,2,2019-12-17 19:22:31.036439
/argon/,1,377,24.4,1,2019-12-18 03:26:31.163823
/argon/index.html,4,356,24.4,2,2019-12-18 09:17:44.385374
/argon/charts.html,10,331,24.35,1,2019-12-18 17:34:21.528740
/argon/tables.html,10,184,24.35,2,2019-12-18 17:53:20.241803
/argon/profile.html,30,227,24.35,1,2019-12-18 22:07:13.688418
/argon/,20,378,24.35,2,2019-12-19 18:47:55.252664
/argon/index.html,1,357,24.4,1,2019-12-21 04:15:08.407974
/argon/charts.html,10,332,24.35,2,2019-12-22 00:09:52.429922
/argon/tables.html,10,185,24.35,1,2019-12-22 17:08:01.460982
/argon/profile.html,4,228,24.4,2,2019-12-22 19:42:54.569725
/argon/,2,376,24.4,1,2019-12-22 22:21:54.579626
/argon/index.html,2,355,24.4,2,2019-12-23 06:05:46.889722
/argon/charts.html,1,330,24.4,1,2019-12-23 12:20:28.809031
/argon/tables.html,40,183,24.35,2,2019-12-23 16:16:19.902403
/argon/profile.html,10,226,24.35,1,2019-12-24 19:32:54.236083
/argon/,5,377,24.4,2,2019-12-25 14:23:10.281654
/argon/index.html,40,356,24.35,1,2019-12-25 21:17:40.773934
/argon/charts.html,8,331,24.4,2,2019-12-26 09:08:17.408803
/argon/tables.html,20,184,24.35,1,2019-12-26 20:40:26.611382
/argon/profile.html,10,227,24.35,2,2019-12-26 22:25:16.434695
/argon/,10,378,24.35,1,2019-12-27 19:28:51.281689
/argon/index.html,1,357,24.4,2,2019-12-27 21:49:36.781350
/argon/charts.html,1,332,24.4,1,2019-12-27 23:26:21.922991
/argon/tables.html,5,185,24.4,2,2019-12-29 21:46:30.014114
/argon/profile.html,4,228,24.4,1,2019-12-30 16:24:47.063618
/argon/,1,379,24.4,2,2019-12-31 06:23:15.279223
/argon/index.html,10,358,24.35,1,2020-01-01 10:44:38.113634
/argon/charts.html,25,333,24.35,2,2020-01-01 21:18:29.981404
/argon/tables.html,1,186,24.4,1,2020-01-02 12:53:08.409921
/argon/profile.html,6,229,24.4,2,2020-01-03 05:55:00.903272
/argon/,1,377,24.4,1,2020-01-03 17:58:35.625812
/argon/index.html,10,356,24.35,2,2020-01-04 21:19:38.437266
/argon/charts.html,4,331,24.4,1,2020-01-05 11:16:44.215997
/argon/tables.html,10,184,24.35,2,2020-01-06 19:00:09.677877
/argon/profile.html,10,227,24.35,1,2020-01-07 11:54:57.423771
/argon/,1,378,24.4,2,2020-01-07 23:34:15.746879
/argon/index.html,5,357,24.4,1,2020-01-08 01:59:05.160300
/argon/charts.html,20,332,24.35,2,2020-01-08 14:16:54.202246
/argon/tables.html,1,185,24.4,1,2020-01-09 22:32:02.929002
/argon/profile.html,50,228,24.3,2,2020-01-09 23:29:32.592349
/argon/,30,379,24.35,1,2020-01-10 02:50:43.833183
/argon/index.html,1,358,24.4,2,2020-01-10 13:39:55.241511
/argon/charts.html,2,333,24.4,1,2020-01-11 18:41:08.153388
/argon/tables.html,30,186,24.35,2,2020-01-12 21:24:51.964650
/argon/profile.html,1,229,24.4,1,2020-01-13 17:35:17.210607
/argon/,3,380,24.4,2,2020-01-13 20:55:47.460438
/argon/index.html,1,359,24.4,1,2020-01-14 15:51:49.183684
/argon/charts.html,30,334,24.35,2,2020-01-14 16:05:41.038996
/argon/tables.html,6,187,24.4,1,2020-01-14 18:04:21.925275
/argon/profile.html,4,230,24.4,2,2020-01-14 18:20:24.803068
/argon/,5,378,24.4,1,2020-01-14 23:15:49.539574
/argon/index.html,10,357,24.35,2,2020-01-15 02:33:18.568782
/argon/charts.html,15,332,24.35,1,2020-01-15 21:05:50.831221
/argon/tables.html,2,185,24.4,2,2020-01-16 18:09:07.086990
/argon/profile.html,10,228,24.35,1,2020-01-16 19:52:03.103467
/argon/,1,379,24.4,2,2020-01-16 21:19:41.848766
/argon/index.html,1,358,24.4,1,2020-01-17 13:39:31.121929
/argon/charts.html,1,333,24.4,2,2020-01-17 18:46:08.604352
/argon/tables.html,50,186,24.3,1,2020-01-17 21:52:28.209533
/argon/profile.html,30,229,24.35,2,2020-01-18 01:55:20.277648
/argon/,10,380,24.35,1,2020-01-18 04:33:41.687740
/argon/index.html,1,359,24.4,2,2020-01-18 14:25:53.976441
/argon/charts.html,1,334,24.4,1,2020-01-18 14:27:51.548618
/argon/tables.html,1,187,24.4,2,2020-01-18 19:57:15.254657
/argon/profile.html,4,230,24.4,1,2020-01-19 10:24:19.218988
/argon/,1,381,24.4,2,2020-01-19 13:17:06.922303
/argon/index.html,10,360,24.35,1,2020-01-19 19:25:13.824238
/argon/charts.html,28,335,24.35,2,2020-01-20 20:07:09.724898
/argon/tables.html,30,188,24.35,1,2020-01-20 22:09:29.005659
/argon/profile.html,10,231,24.35,2,2020-01-21 15:59:58.713958
/argon/,10,379,24.35,1,2020-01-22 16:59:32.667285
/argon/index.html,20,358,24.35,2,2020-01-22 17:01:58.987217
/argon/charts.html,1,333,24.4,1,2020-01-22 21:05:37.104066
/argon/tables.html,20,186,24.35,2,2020-01-22 22:20:36.535087
/argon/profile.html,4,229,24.4,1,2020-01-23 22:52:15.407096
/argon/,2,380,24.4,2,2020-01-24 15:08:43.667568
/argon/index.html,50,359,24.3,1,2020-01-24 22:13:44.417104
/argon/charts.html,5,334,24.4,2,2020-01-26 03:38:39.569824
/argon/tables.html,2,187,24.4,1,2020-01-27 20:49:46.157296
/argon/profile.html,2,230,24.4,2,2020-01-27 20:51:12.347596
/argon/,2,381,24.4,1,2020-01-27 23:57:11.303448
/argon/index.html,20,360,24.35,2,2020-01-28 01:34:29.839660
/argon/charts.html,20,335,24.35,1,2020-01-28 17:25:50.153461
/argon/tables.html,8,188,24.4,2,2020-01-30 10:54:17.696631
/argon/profile.html,30,231,24.35,1,2020-01-30 19:06:22.299242
/argon/,1,382,24.4,2,2020-01-31 18:49:31.644350
/argon/index.html,1,361,24.4,1,2020-01-31 20:34:56.968066
/argon/charts.html,20,336,24.35,2,2020-01-31 23:40:37.847830
/argon/tables.html,1,189,24.4,1,2020-02-01 01:32:41.420061
/argon/profile.html,10,232,24.35,2,2020-02-01 01:33:37.875073
/argon/,5,380,24.4,1,2020-02-01 01:41:10.459612
/argon/index.html,1,359,24.4,2,2020-02-02 15:04:05.880735
/argon/charts.html,50,334,24.3,1,2020-02-02 21:58:34.366584
/argon/tables.html,2,187,24.4,2,2020-02-03 10:11:38.196885
/argon/profile.html,25,230,24.35,1,2020-02-03 19:02:18.354527
/argon/,11,381,24.35,2,2020-02-04 15:48:29.520382
/argon/index.html,4,360,24.4,1,2020-02-05 00:23:46.921342
/argon/charts.html,1,335,24.4,2,2020-02-05 14:09:11.650704
/argon/tables.html,3,188,24.4,1,2020-02-05 18:14:45.105400
/argon/profile.html,1,231,24.4,2,2020-02-05 20:34:27.547201
/argon/,20,382,24.35,1,2020-02-05 21:02:12.716346
/argon/index.html,1,361,24.4,2,2020-02-06 13:08:49.517091
/argon/charts.html,15,336,24.35,1,2020-02-06 18:51:58.509264
/argon/tables.html,1,189,24.4,2,2020-02-06 19:11:23.270921
/argon/profile.html,1,232,24.4,1,2020-02-07 17:13:12.611435
/argon/,2,383,24.4,2,2020-02-07 18:09:03.542509
/argon/index.html,10,362,24.35,1,2020-02-08 00:09:11.319678
/argon/charts.html,5,337,24.4,2,2020-02-09 10:23:25.253100
/argon/tables.html,1,190,24.4,1,2020-02-10 16:03:00.110641
/argon/profile.html,50,233,24.3,2,2020-02-10 20:50:18.672834
/argon/,1,381,24.4,1,2020-02-11 01:07:36.645926
/argon/index.html,55,360,24.3,2,2020-02-11 12:52:48.367065
/argon/charts.html,1,335,24.4,1,2020-02-11 13:12:24.000753
/argon/tables.html,10,188,24.35,2,2020-02-12 00:58:38.215914
